

Spouge Algorithm


spouge<float>
err = 6.349363e-02
err = 7.145545e-03
err = 9.285597e-04
err = 1.279854e-04
err = 1.821905e-05
err = 2.647008e-06
err = 3.900335e-07
a = 8.000000e+00
c_0 = 2.901419e+03
c_1 = -5.929168e+03
c_2 = 4.148274e+03
c_3 = -1.164760e+03
c_4 = 1.174135e+02
c_5 = -2.786588e+00
c_6 = 3.775392e-03
c_7 = -0.000000e+00

              z         spouge         lgamma          delta
   3.460000e+00   1.157113e+00   1.157113e+00   2.384186e-07            nan            nan
   3.470000e+00   1.168029e+00   1.168028e+00   7.152557e-07            nan            nan
   3.480000e+00   1.178978e+00   1.178977e+00   1.192093e-06            nan            nan
   3.490000e+00   1.189958e+00   1.189959e+00  -9.536743e-07            nan            nan
   3.500000e+00   1.200974e+00   1.200974e+00  -1.192093e-07            nan            nan
   3.510000e+00   1.212021e+00   1.212022e+00  -7.152557e-07            nan            nan
   3.520000e+00   1.223103e+00   1.223103e+00   0.000000e+00            nan            nan
   3.530000e+00   1.234216e+00   1.234216e+00  -7.152557e-07            nan            nan
   3.540000e+00   1.245362e+00   1.245363e+00  -7.152557e-07            nan            nan
   3.550000e+00   1.256541e+00   1.256542e+00  -8.344650e-07            nan            nan
   3.560000e+00   1.267755e+00   1.267754e+00   8.344650e-07            nan            nan
   3.570000e+00   1.278997e+00   1.278998e+00  -2.384186e-07            nan            nan
   3.580000e+00   1.290274e+00   1.290274e+00  -4.768372e-07            nan            nan
   3.590000e+00   1.301582e+00   1.301583e+00  -2.384186e-07            nan            nan
   3.600000e+00   1.312923e+00   1.312923e+00   2.384186e-07            nan            nan
   3.610000e+00   1.324295e+00   1.324296e+00  -7.152557e-07            nan            nan
   3.620000e+00   1.335700e+00   1.335700e+00  -2.384186e-07            nan            nan
   3.630000e+00   1.347136e+00   1.347136e+00   0.000000e+00            nan            nan
   3.640000e+00   1.358605e+00   1.358604e+00   9.536743e-07            nan            nan
   3.650000e+00   1.370104e+00   1.370104e+00  -1.192093e-07            nan            nan
   3.660000e+00   1.381635e+00   1.381635e+00  -3.576279e-07            nan            nan
   3.670000e+00   1.393198e+00   1.393198e+00   4.768372e-07            nan            nan
   3.680000e+00   1.404791e+00   1.404791e+00  -2.384186e-07            nan            nan
   3.690000e+00   1.416417e+00   1.416416e+00   1.072884e-06            nan            nan
   3.700000e+00   1.428072e+00   1.428072e+00  -1.192093e-07            nan            nan
   3.710000e+00   1.439759e+00   1.439759e+00   1.192093e-07            nan            nan
   3.720000e+00   1.451476e+00   1.451477e+00  -1.192093e-06            nan            nan
   3.730000e+00   1.463226e+00   1.463226e+00   3.576279e-07            nan            nan
   3.740000e+00   1.475004e+00   1.475006e+00  -1.311302e-06            nan            nan
   3.750000e+00   1.486816e+00   1.486816e+00   7.152557e-07            nan            nan
   3.760000e+00   1.498657e+00   1.498656e+00   1.072884e-06            nan            nan
   3.770000e+00   1.510528e+00   1.510527e+00   3.576279e-07            nan            nan
   3.780000e+00   1.522428e+00   1.522429e+00  -1.072884e-06            nan            nan
   3.790000e+00   1.534360e+00   1.534360e+00  -4.768372e-07            nan            nan
   3.800000e+00   1.546322e+00   1.546322e+00  -3.576279e-07            nan            nan
   3.810000e+00   1.558313e+00   1.558314e+00  -7.152557e-07            nan            nan
   3.820000e+00   1.570335e+00   1.570336e+00  -4.768372e-07            nan            nan
   3.830000e+00   1.582387e+00   1.582388e+00  -7.152557e-07            nan            nan
   3.840000e+00   1.594469e+00   1.594469e+00  -3.576279e-07            nan            nan
   3.850000e+00   1.606581e+00   1.606581e+00   0.000000e+00            nan            nan
   3.860000e+00   1.618720e+00   1.618722e+00  -1.668930e-06            nan            nan
   3.870000e+00   1.630893e+00   1.630892e+00   5.960464e-07            nan            nan
   3.880000e+00   1.643092e+00   1.643092e+00   0.000000e+00            nan            nan
   3.890000e+00   1.655321e+00   1.655321e+00  -3.576279e-07            nan            nan
   3.900000e+00   1.667581e+00   1.667580e+00   4.768372e-07            nan            nan
   3.910000e+00   1.679869e+00   1.679868e+00   7.152557e-07            nan            nan
   3.920000e+00   1.692184e+00   1.692185e+00  -4.768372e-07            nan            nan
   3.930000e+00   1.704531e+00   1.704531e+00  -3.576279e-07            nan            nan
   3.940000e+00   1.716907e+00   1.716906e+00   4.768372e-07            nan            nan
   3.950000e+00   1.729309e+00   1.729310e+00  -7.152557e-07            nan            nan
   3.960000e+00   1.741743e+00   1.741742e+00   5.960464e-07            nan            nan
   3.970000e+00   1.754205e+00   1.754204e+00   7.152557e-07            nan            nan
   3.980000e+00   1.766695e+00   1.766694e+00   1.072884e-06            nan            nan
   3.990000e+00   1.779212e+00   1.779212e+00  -4.768372e-07            nan            nan
   4.000000e+00   1.791759e+00   1.791759e+00  -9.536743e-07            nan            nan
   4.010000e+00   1.804335e+00   1.804335e+00   1.192093e-07            nan            nan
   4.020000e+00   1.816937e+00   1.816939e+00  -1.072884e-06            nan            nan
   4.030000e+00   1.829570e+00   1.829570e+00  -2.384186e-07            nan            nan
   4.040000e+00   1.842229e+00   1.842230e+00  -1.430511e-06            nan            nan
   4.050000e+00   1.854918e+00   1.854918e+00   3.576279e-07            nan            nan
   4.060000e+00   1.867634e+00   1.867634e+00  -5.960464e-07            nan            nan
   4.070000e+00   1.880379e+00   1.880378e+00   5.960464e-07            nan            nan
   4.080000e+00   1.893150e+00   1.893150e+00   1.192093e-07            nan            nan
   4.090000e+00   1.905949e+00   1.905949e+00  -8.344650e-07            nan            nan
   4.100000e+00   1.918777e+00   1.918777e+00   4.768372e-07            nan            nan
   4.110000e+00   1.931633e+00   1.931632e+00   7.152557e-07            nan            nan
   4.120000e+00   1.944514e+00   1.944514e+00   0.000000e+00            nan            nan
   4.130000e+00   1.957423e+00   1.957424e+00  -1.192093e-06            nan            nan
   4.140000e+00   1.970362e+00   1.970361e+00   3.576279e-07            nan            nan
   4.150000e+00   1.983326e+00   1.983326e+00  -2.384186e-07            nan            nan
   4.160000e+00   1.996317e+00   1.996318e+00  -7.152557e-07            nan            nan
   4.170000e+00   2.009336e+00   2.009337e+00  -2.384186e-07            nan            nan
   4.180000e+00   2.022381e+00   2.022382e+00  -1.668930e-06            nan            nan
   4.190000e+00   2.035456e+00   2.035456e+00   0.000000e+00            nan            nan
   4.200000e+00   2.048556e+00   2.048555e+00   9.536743e-07            nan            nan
   4.210000e+00   2.061683e+00   2.061682e+00   2.384186e-07            nan            nan
   4.220000e+00   2.074837e+00   2.074836e+00   9.536743e-07            nan            nan
   4.230000e+00   2.088017e+00   2.088017e+00   0.000000e+00            nan            nan
   4.240000e+00   2.101223e+00   2.101223e+00   0.000000e+00            nan            nan
   4.250000e+00   2.114456e+00   2.114457e+00  -7.152557e-07            nan            nan
   4.260000e+00   2.127716e+00   2.127717e+00  -4.768372e-07            nan            nan
   4.270000e+00   2.141002e+00   2.141003e+00  -1.668930e-06            nan            nan
   4.280000e+00   2.154317e+00   2.154316e+00   7.152557e-07            nan            nan
   4.290000e+00   2.167655e+00   2.167655e+00  -4.768372e-07            nan            nan
   4.300000e+00   2.181023e+00   2.181021e+00   1.907349e-06            nan            nan
   4.310000e+00   2.194413e+00   2.194412e+00   7.152557e-07            nan            nan
   4.320000e+00   2.207830e+00   2.207830e+00   4.768372e-07            nan            nan
   4.330000e+00   2.221275e+00   2.221274e+00   1.430511e-06            nan            nan
   4.340000e+00   2.234743e+00   2.234743e+00  -2.384186e-07            nan            nan
   4.350000e+00   2.248238e+00   2.248239e+00  -1.668930e-06            nan            nan
   4.360000e+00   2.261761e+00   2.261761e+00  -2.384186e-07            nan            nan
   4.370000e+00   2.275309e+00   2.275308e+00   7.152557e-07            nan            nan
   4.380000e+00   2.288879e+00   2.288881e+00  -1.430511e-06            nan            nan
   4.390000e+00   2.302481e+00   2.302479e+00   1.430511e-06            nan            nan
   4.400000e+00   2.316103e+00   2.316104e+00  -7.152557e-07            nan            nan
   4.410000e+00   2.329753e+00   2.329753e+00   0.000000e+00            nan            nan
   4.420000e+00   2.343428e+00   2.343428e+00  -4.768372e-07            nan            nan
   4.430000e+00   2.357128e+00   2.357128e+00  -2.384186e-07            nan            nan
   4.440000e+00   2.370853e+00   2.370854e+00  -9.536743e-07            nan            nan
   4.450000e+00   2.384604e+00   2.384605e+00  -4.768372e-07            nan            nan
   4.460000e+00   2.398383e+00   2.398381e+00   1.907349e-06            nan            nan
   4.470000e+00   2.412182e+00   2.412182e+00  -4.768372e-07            nan            nan
   4.480000e+00   2.426008e+00   2.426009e+00  -7.152557e-07            nan            nan
   4.490000e+00   2.439861e+00   2.439860e+00   1.430511e-06            nan            nan
   4.500000e+00   2.453735e+00   2.453737e+00  -1.430511e-06            nan            nan
   4.510000e+00   2.467637e+00   2.467637e+00  -2.384186e-07            nan            nan
   4.520000e+00   2.481563e+00   2.481564e+00  -9.536743e-07            nan            nan
   4.530000e+00   2.495515e+00   2.495514e+00   9.536743e-07            nan            nan
   4.540000e+00   2.509490e+00   2.509490e+00   4.768372e-07            nan            nan
   4.550000e+00   2.523489e+00   2.523489e+00  -4.768372e-07            nan            nan
   4.560000e+00   2.537514e+00   2.537514e+00  -4.768372e-07            nan            nan
   4.570000e+00   2.551564e+00   2.551563e+00   1.430511e-06            nan            nan
   4.580000e+00   2.565638e+00   2.565637e+00   7.152557e-07            nan            nan
   4.590000e+00   2.579735e+00   2.579734e+00   4.768372e-07            nan            nan
   4.600000e+00   2.593857e+00   2.593857e+00  -2.384186e-07            nan            nan
   4.610000e+00   2.608005e+00   2.608004e+00   4.768372e-07            nan            nan
   4.620000e+00   2.622174e+00   2.622174e+00   2.384186e-07            nan            nan
   4.630000e+00   2.636369e+00   2.636369e+00  -7.152557e-07            nan            nan
   4.640000e+00   2.650589e+00   2.650588e+00   7.152557e-07            nan            nan
   4.650000e+00   2.664832e+00   2.664832e+00   4.768372e-07            nan            nan
   4.660000e+00   2.679098e+00   2.679098e+00   0.000000e+00            nan            nan
   4.670000e+00   2.693390e+00   2.693389e+00   4.768372e-07            nan            nan
   4.680000e+00   2.707705e+00   2.707704e+00   7.152557e-07            nan            nan
   4.690000e+00   2.722044e+00   2.722043e+00   1.192093e-06            nan            nan
   4.700000e+00   2.736405e+00   2.736405e+00   4.768372e-07            nan            nan
   4.710000e+00   2.750791e+00   2.750791e+00  -7.152557e-07            nan            nan
   4.720000e+00   2.765201e+00   2.765201e+00   0.000000e+00            nan            nan
   4.730000e+00   2.779634e+00   2.779634e+00   0.000000e+00            nan            nan
   4.740000e+00   2.794092e+00   2.794091e+00   1.430511e-06            nan            nan
   4.750000e+00   2.808571e+00   2.808572e+00  -7.152557e-07            nan            nan
   4.760000e+00   2.823073e+00   2.823075e+00  -1.430511e-06            nan            nan
   4.770000e+00   2.837602e+00   2.837602e+00  -4.768372e-07            nan            nan
   4.780000e+00   2.852153e+00   2.852152e+00   4.768372e-07            nan            nan
   4.790000e+00   2.866727e+00   2.866726e+00   7.152557e-07            nan            nan
   4.800000e+00   2.881324e+00   2.881323e+00   9.536743e-07            nan            nan
   4.810000e+00   2.895943e+00   2.895943e+00  -4.768372e-07            nan            nan
   4.820000e+00   2.910585e+00   2.910586e+00  -7.152557e-07            nan            nan
   4.830000e+00   2.925254e+00   2.925252e+00   1.430511e-06            nan            nan
   4.840000e+00   2.939941e+00   2.939941e+00   0.000000e+00            nan            nan
   4.850000e+00   2.954654e+00   2.954654e+00   0.000000e+00            nan            nan
   4.860000e+00   2.969388e+00   2.969388e+00  -4.768372e-07            nan            nan
   4.870000e+00   2.984147e+00   2.984147e+00   4.768372e-07            nan            nan
   4.880000e+00   2.998928e+00   2.998928e+00   4.768372e-07            nan            nan
   4.890000e+00   3.013731e+00   3.013731e+00   4.768372e-07            nan            nan
   4.900000e+00   3.028559e+00   3.028557e+00   1.668930e-06            nan            nan
   4.910000e+00   3.043406e+00   3.043405e+00   1.192093e-06            nan            nan
   4.920000e+00   3.058277e+00   3.058277e+00   2.384186e-07            nan            nan
   4.930000e+00   3.073172e+00   3.073170e+00   1.430511e-06            nan            nan
   4.940000e+00   3.088086e+00   3.088087e+00  -7.152557e-07            nan            nan
   4.950000e+00   3.103024e+00   3.103025e+00  -9.536743e-07            nan            nan
   4.960000e+00   3.117988e+00   3.117987e+00   7.152557e-07            nan            nan
   4.970000e+00   3.132971e+00   3.132970e+00   9.536743e-07            nan            nan
   4.980000e+00   3.147976e+00   3.147976e+00   0.000000e+00            nan            nan
   4.990000e+00   3.163003e+00   3.163003e+00  -4.768372e-07            nan            nan
   5.000000e+00   3.178054e+00   3.178054e+00   0.000000e+00            nan            nan

spouge<double>
err = 6.349363593424098e-02
err = 7.145544550467036e-03
err = 9.285597048453126e-04
err = 1.279854491013878e-04
err = 1.821904975455869e-05
err = 2.647007857484352e-06
err = 3.900335512808464e-07
err = 5.806656364933549e-08
err = 8.713045779445309e-09
err = 1.315562187329425e-09
err = 1.996343045956989e-10
err = 3.042012697597887e-11
err = 4.651575784925929e-12
err = 7.133914351441960e-13
err = 1.096898420017036e-13
err = 1.690332651956346e-14
err = 2.609923891903047e-15
err = 4.036790236926644e-16
a = 1.900000000000000e+01
c_0 = 2.785716565770350e+08
c_1 = -1.693088166941517e+09
c_2 = 4.549688586500031e+09
c_3 = -7.121728036151557e+09
c_4 = 7.202572947273274e+09
c_5 = -4.935548868770376e+09
c_6 = 2.338187776097503e+09
c_7 = -7.678102458920741e+08
c_8 = 1.727524819329867e+08
c_9 = -2.595321377008346e+07
c_10 = 2.494811203993972e+06
c_11 = -1.437252641338402e+05
c_12 = 4.490767356961276e+03
c_13 = -6.505596924745029e+01
c_14 = 3.362323142416327e-01
c_15 = -3.817361443986454e-04
c_16 = 3.273137866873352e-08
c_17 = -7.642333165976786e-15
c_18 = 0.000000000000000e+00

                       z                  spouge                  lgamma                   delta
   0.000000000000000e+00   0.000000000000000e+00                     inf                    -inf
   1.000000000000000e-02   4.599479878042022e+00   4.599479878042021e+00   8.881784197001252e-16
   2.000000000000000e-02   3.900804516098376e+00   3.900804516098376e+00  -4.440892098500626e-16
   3.000000000000000e-02   3.489971043442409e+00   3.489971043442412e+00  -2.664535259100376e-15
   4.000000000000000e-02   3.197078173767306e+00   3.197078173767306e+00   0.000000000000000e+00
   5.000000000000000e-02   2.968879201051728e+00   2.968879201051731e+00  -3.108624468950438e-15
   6.000000000000000e-02   2.781655463081147e+00   2.781655463081145e+00   2.664535259100376e-15
   7.000000000000001e-02   2.622753760603214e+00   2.622753760603215e+00  -1.776356839400250e-15
   8.000000000000000e-02   2.484620474138264e+00   2.484620474138262e+00   2.664535259100376e-15
   9.000000000000000e-02   2.362382693890048e+00   2.362382693890048e+00   0.000000000000000e+00
   1.000000000000000e-01   2.252712651734203e+00   2.252712651734206e+00  -2.220446049250313e-15
   1.100000000000000e-01   2.153236279107869e+00   2.153236279107868e+00   8.881784197001252e-16
   1.200000000000000e-01   2.062200203694736e+00   2.062200203694738e+00  -1.332267629550188e-15
   1.300000000000000e-01   1.978272496331762e+00   1.978272496331759e+00   2.664535259100376e-15
   1.400000000000000e-01   1.900417469709698e+00   1.900417469709697e+00   8.881784197001252e-16
   1.500000000000000e-01   1.827813776214835e+00   1.827813776214834e+00   1.110223024625157e-15
   1.600000000000000e-01   1.759798992181320e+00   1.759798992181319e+00   1.332267629550188e-15
   1.700000000000000e-01   1.695831031360697e+00   1.695831031360700e+00  -3.108624468950438e-15
   1.800000000000000e-01   1.635460604085726e+00   1.635460604085723e+00   2.886579864025407e-15
   1.900000000000000e-01   1.578311132344531e+00   1.578311132344530e+00   1.110223024625157e-15
   2.000000000000000e-01   1.524063822430787e+00   1.524063822430784e+00   2.220446049250313e-15
   2.100000000000000e-01   1.472446383159976e+00   1.472446383159977e+00  -8.881784197001252e-16
   2.200000000000000e-01   1.423224370785476e+00   1.423224370785475e+00   1.110223024625157e-15
   2.300000000000000e-01   1.376194459229371e+00   1.376194459229372e+00  -1.110223024625157e-15
   2.400000000000000e-01   1.331179143466063e+00   1.331179143466062e+00   8.881784197001252e-16
   2.500000000000000e-01   1.288022524698075e+00   1.288022524698077e+00  -2.442490654175344e-15
   2.600000000000000e-01   1.246586922531058e+00   1.246586922531061e+00  -2.886579864025407e-15
   2.700000000000000e-01   1.206750126732544e+00   1.206750126732543e+00   8.881784197001252e-16
   2.800000000000000e-01   1.168403148913203e+00   1.168403148913207e+00  -3.330669073875470e-15
   2.900000000000000e-01   1.131448368804161e+00   1.131448368804161e+00   2.220446049250313e-16
   3.000000000000000e-01   1.095797994818078e+00   1.095797994818076e+00   2.220446049250313e-15
   3.100000000000000e-01   1.061372777029106e+00   1.061372777029105e+00   1.332267629550188e-15
   3.200000000000000e-01   1.028100924464560e+00   1.028100924464562e+00  -1.332267629550188e-15
   3.300000000000000e-01   9.959171889699725e-01   9.959171889699708e-01   1.665334536937735e-15
   3.400000000000000e-01   9.647620857998511e-01   9.647620857998522e-01  -1.110223024625157e-15
   3.500000000000000e-01   9.345812271462322e-01   9.345812271462325e-01  -3.330669073875470e-16
   3.600000000000000e-01   9.053247495100969e-01   9.053247495100943e-01   2.553512956637860e-15
   3.700000000000000e-01   8.769468194848784e-01   8.769468194848793e-01  -8.881784197001252e-16
   3.800000000000000e-01   8.494052054029666e-01   8.494052054029677e-01  -1.110223024625157e-15
   3.900000000000000e-01   8.226609045787185e-01   8.226609045787209e-01  -2.331468351712829e-15
   4.000000000000000e-01   7.966778177017879e-01   7.966778177017837e-01   4.218847493575595e-15
   4.100000000000000e-01   7.714224633947460e-01   7.714224633947468e-01  -8.881784197001252e-16
   4.200000000000000e-01   7.468637271280123e-01   7.468637271280142e-01  -1.887379141862766e-15
   4.300000000000000e-01   7.229726396414975e-01   7.229726396414984e-01  -8.881784197001252e-16
   4.400000000000000e-01   6.997221808034979e-01   6.997221808035008e-01  -2.886579864025407e-15
   4.500000000000000e-01   6.770871054774652e-01   6.770871054774648e-01   4.440892098500626e-16
   4.600000000000000e-01   6.550437884949858e-01   6.550437884949889e-01  -3.108624468950438e-15
   4.700000000000000e-01   6.335700862703781e-01   6.335700862703767e-01   1.443289932012704e-15
   4.800000000000000e-01   6.126452129552682e-01   6.126452129552709e-01  -2.664535259100376e-15
   4.900000000000000e-01   5.922496293352708e-01   5.922496293352670e-01   3.774758283725532e-15
   5.000000000000000e-01   5.723649429247004e-01   5.723649429247001e-01   3.330669073875470e-16
   5.100000000000000e-01   5.529738179298000e-01   5.529738179298007e-01  -6.661338147750939e-16
   5.200000000000000e-01   5.340598939311754e-01   5.340598939311774e-01  -1.998401444325282e-15
   5.300000000000000e-01   5.156077122897784e-01   5.156077122897815e-01  -3.108624468950438e-15
   5.400000000000000e-01   4.976026494108083e-01   4.976026494108053e-01   3.053113317719180e-15
   5.500000000000000e-01   4.800308561111279e-01   4.800308561111259e-01   1.998401444325282e-15
   5.600000000000001e-01   4.628792024310471e-01   4.628792024310447e-01   2.386979502944087e-15
   5.700000000000001e-01   4.461352273127304e-01   4.461352273127345e-01  -4.107825191113079e-15
   5.800000000000000e-01   4.297870926381115e-01   4.297870926381115e-01   0.000000000000000e+00
   5.900000000000000e-01   4.138235411795286e-01   4.138235411795306e-01  -1.998401444325282e-15
   6.000000000000000e-01   3.982338580692328e-01   3.982338580692349e-01  -2.109423746787797e-15
   6.100000000000000e-01   3.830078354390665e-01   3.830078354390642e-01   2.275957200481571e-15
   6.200000000000000e-01   3.681357399215841e-01   3.681357399215827e-01   1.443289932012704e-15
   6.300000000000000e-01   3.536082827383602e-01   3.536082827383616e-01  -1.387778780781446e-15
   6.400000000000000e-01   3.394165921313643e-01   3.394165921313703e-01  -5.939693181744587e-15
   6.500000000000000e-01   3.255521879199001e-01   3.255521879199029e-01  -2.720046410331634e-15
   6.600000000000000e-01   3.120069579887073e-01   3.120069579887059e-01   1.332267629550188e-15
   6.700000000000000e-01   2.987731365334163e-01   2.987731365334158e-01   4.996003610813204e-16
   6.800000000000000e-01   2.858432839074361e-01   2.858432839074366e-01  -5.551115123125783e-16
   6.900000000000001e-01   2.732102679303061e-01   2.732102679303038e-01   2.331468351712829e-15
   7.000000000000001e-01   2.608672465316673e-01   2.608672465316664e-01   8.326672684688674e-16
   7.100000000000000e-01   2.488076516175006e-01   2.488076516175053e-01  -4.690692279041286e-15
   7.200000000000000e-01   2.370251740562956e-01   2.370251740562951e-01   5.551115123125783e-16
   7.300000000000000e-01   2.255137496926807e-01   2.255137496926874e-01  -6.744604874597826e-15
   7.400000000000000e-01   2.142675463050807e-01   2.142675463050807e-01   2.775557561562891e-17
   7.500000000000000e-01   2.032809514312923e-01   2.032809514312953e-01  -3.025357742103552e-15
   7.600000000000000e-01   1.925485609935897e-01   1.925485609935900e-01  -2.775557561562891e-16
   7.700000000000000e-01   1.820651686605359e-01   1.820651686605371e-01  -1.165734175856414e-15
   7.800000000000000e-01   1.718257558889142e-01   1.718257558889142e-01   5.551115123125783e-17
   7.900000000000000e-01   1.618254825938266e-01   1.618254825938275e-01  -9.714451465470120e-16
   8.000000000000000e-01   1.520596783998371e-01   1.520596783998376e-01  -4.163336342344337e-16
   8.100000000000001e-01   1.425238344299515e-01   1.425238344299568e-01  -5.273559366969494e-15
   8.200000000000001e-01   1.332135955930873e-01   1.332135955930889e-01  -1.609823385706477e-15
   8.300000000000001e-01   1.241247533338203e-01   1.241247533338165e-01   3.802513859341161e-15
   8.400000000000000e-01   1.152532388114622e-01   1.152532388114669e-01  -4.662936703425657e-15
   8.500000000000000e-01   1.065951164781183e-01   1.065951164781177e-01   5.967448757360216e-16
   8.600000000000000e-01   9.814657802768778e-02   9.814657802768560e-02   2.178812685826870e-15
   8.700000000000000e-01   8.990393669048657e-02   8.990393669048728e-02  -7.077671781985373e-16
   8.800000000000000e-01   8.186362184970619e-02   8.186362184970922e-02  -3.025357742103552e-15
   8.900000000000000e-01   7.402217395807398e-02   7.402217395808142e-02  -7.438494264988549e-15
   9.000000000000000e-01   6.637623973474049e-02   6.637623973474296e-02  -2.470246229790973e-15
   9.100000000000000e-01   5.892256762382786e-02   5.892256762383236e-02  -4.496403249731884e-15
   9.200000000000000e-01   5.165800349773875e-02   5.165800349774398e-02  -5.231926003546050e-15
   9.300000000000000e-01   4.457948658928146e-02   4.457948658927966e-02   1.797173521111972e-15
   9.400000000000001e-01   3.768404563810179e-02   3.768404563810192e-02  -1.249000902703301e-16
   9.500000000000001e-01   3.096879523797114e-02   3.096879523797285e-02  -1.717376241217039e-15
   9.600000000000000e-01   2.443093237224403e-02   2.443093237225080e-02  -6.772360450213455e-15
   9.700000000000000e-01   1.806773312602772e-02   1.806773312602201e-02   5.707240235963695e-15
   9.800000000000000e-01   1.187654956406803e-02   1.187654956407783e-02  -9.802922362744937e-15
   9.900000000000000e-01   5.854806764713061e-03   5.854806764709781e-03   3.279494731334154e-15
   1.000000000000000e+00  -3.552713678800501e-15   0.000000000000000e+00  -3.552713678800501e-15
   1.010000000000000e+00  -5.690307946071727e-03  -5.690307946069651e-03  -2.075596639006250e-15
   1.020000000000000e+00  -1.121848932977443e-02  -1.121848932977010e-02  -4.331604519514087e-15
   1.030000000000000e+00  -1.658685387756975e-02  -1.658685387756977e-02   2.081668171172169e-17
   1.040000000000000e+00  -2.179765110088638e-02  -2.179765110089491e-02   8.527900607901984e-15
   1.050000000000000e+00  -2.685307250225932e-02  -2.685307250226019e-02   8.673617379884035e-16
   1.060000000000000e+00  -3.175525367888810e-02  -3.175525367889159e-02   3.497202527569243e-15
   1.070000000000000e+00  -3.650627632956471e-02  -3.650627632956260e-02  -2.116362640691705e-15
   1.080000000000000e+00  -4.110817016999135e-02  -4.110817016999407e-02   2.713107516427726e-15
   1.090000000000000e+00  -4.556291476183105e-02  -4.556291476182462e-02  -6.432354648922001e-15
   1.100000000000000e+00  -4.987244125984702e-02  -4.987244125983976e-02  -7.258083023486961e-15
   1.110000000000000e+00  -5.403863408185572e-02  -5.403863408185244e-02  -3.282096816548119e-15
   1.120000000000000e+00  -5.806333250536255e-02  -5.806333250535348e-02  -9.076073226310655e-15
   1.130000000000000e+00  -6.194833219479179e-02  -6.194833219479537e-02   3.580469254416130e-15
   1.140000000000000e+00  -6.569538666314045e-02  -6.569538666313578e-02  -4.676814491233472e-15
   1.150000000000000e+00  -6.930620867105119e-02  -6.930620867104693e-02  -4.260480856999038e-15
   1.160000000000000e+00  -7.278247156699891e-02  -7.278247156699144e-02  -7.466249840604178e-15
   1.170000000000000e+00  -7.612581057117040e-02  -7.612581057117473e-02   4.329869796038111e-15
   1.180000000000000e+00  -7.933782400620260e-02  -7.933782400620401e-02   1.415534356397075e-15
   1.190000000000000e+00  -8.242007447712396e-02  -8.242007447712085e-02  -3.108624468950438e-15
   1.200000000000000e+00  -8.537409000331309e-02  -8.537409000331583e-02   2.747801985947262e-15
   1.210000000000000e+00  -8.820136510469112e-02  -8.820136510469108e-02  -4.163336342344337e-17
   1.220000000000000e+00  -9.090336184429404e-02  -9.090336184430028e-02   6.245004513516506e-15
   1.230000000000000e+00  -9.348151082956946e-02  -9.348151082956960e-02   1.387778780781446e-16
   1.240000000000000e+00  -9.593721217408202e-02  -9.593721217408394e-02   1.915134717478395e-15
   1.250000000000000e+00  -9.827183642181225e-02  -9.827183642181316e-02   9.020562075079397e-16
   1.260000000000000e+00  -1.004867254355553e-01  -1.004867254355480e-01  -7.244205235679146e-15
   1.270000000000000e+00  -1.025831932512382e-01  -1.025831932512191e-01  -1.909583602355269e-14
   1.280000000000000e+00  -1.045625268996879e-01  -1.045625268996808e-01  -7.091549569793187e-15
   1.290000000000000e+00  -1.064259871974542e-01  -1.064259871974564e-01   2.178812685826870e-15
   1.300000000000000e+00  -1.081748095078652e-01  -1.081748095078605e-01  -4.704570066849101e-15
   1.310000000000000e+00  -1.098102044738170e-01  -1.098102044738400e-01   2.303712776097200e-14
   1.320000000000000e+00  -1.113333587237939e-01  -1.113333587238031e-01   9.228728892196614e-15
   1.330000000000000e+00  -1.127454355516520e-01  -1.127454355516403e-01  -1.164346397075633e-14
   1.340000000000000e+00  -1.140475755720800e-01  -1.140475755720776e-01  -2.428612866367530e-15
   1.350000000000000e+00  -1.152408973524537e-01  -1.152408973524451e-01  -8.548717289613705e-15
   1.360000000000000e+00  -1.163264980218699e-01  -1.163264980218871e-01   1.725009024511337e-14
   1.370000000000000e+00  -1.173054538589859e-01  -1.173054538589876e-01   1.706967900361178e-15
   1.380000000000000e+00  -1.181788208587449e-01  -1.181788208587379e-01  -6.994405055138486e-15
   1.390000000000000e+00  -1.189476352797243e-01  -1.189476352797241e-01  -1.804112415015879e-16
   1.400000000000000e+00  -1.196129141723823e-01  -1.196129141723713e-01  -1.097733015598124e-14
   1.410000000000000e+00  -1.201756558890281e-01  -1.201756558890367e-01   8.576472865229334e-15
   1.420000000000000e+00  -1.206368405767080e-01  -1.206368405767089e-01   9.020562075079397e-16
   1.430000000000000e+00  -1.209974306530341e-01  -1.209974306530306e-01  -3.511080315377058e-15
   1.440000000000000e+00  -1.212583712663324e-01  -1.212583712663294e-01  -3.025357742103552e-15
   1.450000000000000e+00  -1.214205907403105e-01  -1.214205907403069e-01  -3.608224830031759e-15
   1.460000000000000e+00  -1.214850010040003e-01  -1.214850010040074e-01   7.147060721024445e-15
   1.470000000000000e+00  -1.214524980076526e-01  -1.214524980076560e-01   3.441691376337985e-15
   1.480000000000000e+00  -1.213239621249222e-01  -1.213239621249296e-01   7.327471962526033e-15
   1.490000000000000e+00  -1.211002585422065e-01  -1.211002585421977e-01  -8.798517470154366e-15
   1.500000000000000e+00  -1.207822376352503e-01  -1.207822376352452e-01  -5.093148125467906e-15
   1.510000000000000e+00  -1.203707353339496e-01  -1.203707353339649e-01   1.526556658859590e-14
