

Spouge Algorithm


spouge<float>
err = 6.349363e-02
err = 7.145545e-03
err = 9.285597e-04
err = 1.279854e-04
err = 1.821905e-05
err = 2.647008e-06
err = 3.900335e-07
a = 8.000000e+00
c_0 = 2.901419e+03
c_1 = -5.929168e+03
c_2 = 4.148274e+03
c_3 = -1.164760e+03
c_4 = 1.174135e+02
c_5 = -2.786588e+00
c_6 = 3.775392e-03
c_7 = -0.000000e+00

              z         spouge         lgamma          delta
   7.000000000000000000000000000000001e-01   2.608672465316665143857324170174309e-01   2.608672465316665143857324170167595e-01   6.713791786133904183753139107851057e-31                                      -nan                                      -nan
   7.100000000000000000000000000000000e-01   2.488076516175052533584558049161909e-01   2.488076516175052533584558049164350e-01  -2.440634722024724634785188047740749e-31                                      -nan                                      -nan
   7.200000000000000000000000000000000e-01   2.370251740562950347576336946572808e-01   2.370251740562950347576336946562247e-01   1.056107759129045620471408704540727e-30                                      -nan                                      -nan
   7.300000000000000000000000000000000e-01   2.255137496926874112477205273187288e-01   2.255137496926874112477205273178238e-01   9.050426291161718082473304346692220e-31                                      -nan                                      -nan
   7.400000000000000000000000000000000e-01   2.142675463050806956202513752888504e-01   2.142675463050806956202513752884692e-01   3.811415359942339753197780348375571e-31                                      -nan                                      -nan
   7.500000000000000000000000000000000e-01   2.032809514312953714814329718629365e-01   2.032809514312953714814329718624297e-01   5.067843907411962742835173958669413e-31                                      -nan                                      -nan
   7.600000000000000000000000000000000e-01   1.925485609935899963665590676716291e-01   1.925485609935899963665590676721113e-01  -4.821565615773444958125640779261366e-31                                      -nan                                      -nan
   7.700000000000000000000000000000000e-01   1.820651686605370724007747109893155e-01   1.820651686605370724007747109886624e-01   6.530828441417116777712821203305489e-31                                      -nan                                      -nan
   7.800000000000000000000000000000000e-01   1.718257558889141960429178709291120e-01   1.718257558889141960429178709282916e-01   8.204461563089624734018466035411790e-31                                      -nan                                      -nan
   7.900000000000000000000000000000000e-01   1.618254825938275640823987221428503e-01   1.618254825938275640823987221419262e-01   9.241093355656054431925846163008128e-31                                      -nan                                      -nan
   8.000000000000000000000000000000000e-01   1.520596783998375887782926022919386e-01   1.520596783998375887782926022905703e-01   1.368228780741302030907293129860897e-30                                      -nan                                      -nan
   8.100000000000000000000000000000000e-01   1.425238344299568692701776239447510e-01   1.425238344299568692701776239450034e-01  -2.524894157091666203356387082728840e-31                                      -nan                                      -nan
   8.200000000000000000000000000000001e-01   1.332135955930890048032909091538339e-01   1.332135955930890048032909091549560e-01  -1.122070859724308448438575949074261e-30                                      -nan                                      -nan
   8.300000000000000000000000000000001e-01   1.241247533338165918970930679870180e-01   1.241247533338165918970930679860782e-01   9.398177016745138356190724363950211e-31                                      -nan                                      -nan
   8.400000000000000000000000000000000e-01   1.152532388114668419945704813432543e-01   1.152532388114668419945704813408458e-01   2.408519840202067476935479615548145e-30                                      -nan                                      -nan
   8.500000000000000000000000000000000e-01   1.065951164781176377122690735199705e-01   1.065951164781176377122690735195948e-01   3.756526356527303531385684977011901e-31                                      -nan                                      -nan
   8.600000000000000000000000000000000e-01   9.814657802768558166175825970213674e-02   9.814657802768558166175825970174792e-02   3.888211816474780782838387468836145e-31                                      -nan                                      -nan
   8.700000000000000000000000000000000e-01   8.990393669048727321553217978109864e-02   8.990393669048727321553217978116626e-02  -6.762421517229681889042802550901326e-32                                      -nan                                      -nan
   8.800000000000000000000000000000000e-01   8.186362184970922800275027840268934e-02   8.186362184970922800275027840054864e-02   2.140695207310717491119882682907429e-30                                      -nan                                      -nan
   8.900000000000000000000000000000000e-01   7.402217395808142370226588998158714e-02   7.402217395808142370226588997981065e-02   1.776489817764938771082915654102478e-30                                      -nan                                      -nan
   9.000000000000000000000000000000000e-01   6.637623973474297118871673986810869e-02   6.637623973474297118871673986710857e-02   1.000111345995986738043806145860070e-30                                      -nan                                      -nan
   9.100000000000000000000000000000000e-01   5.892256762383237929824175118371922e-02   5.892256762383237929824175118390707e-02  -1.878443734195938069054066486438068e-31                                      -nan                                      -nan
   9.200000000000000000000000000000000e-01   5.165800349774400760156006227898528e-02   5.165800349774400760156006227725793e-02   1.727348511527683206269784216911210e-30                                      -nan                                      -nan
   9.300000000000000000000000000000000e-01   4.457948658927969847540101111147769e-02   4.457948658927969847540101111137462e-02   1.030673446800981686986988195836465e-31                                      -nan                                      -nan
   9.400000000000000000000000000000001e-01   3.768404563810195898300054503530562e-02   3.768404563810195898300054503496818e-02   3.374409818498723517915297353340910e-31                                      -nan                                      -nan
   9.500000000000000000000000000000001e-01   3.096879523797289704148964538694688e-02   3.096879523797289704148964538513862e-02   1.808261643316251952546298490224059e-30                                      -nan                                      -nan
   9.600000000000000000000000000000000e-01   2.443093237225078111733331487560914e-02   2.443093237225078111733331487550380e-02   1.053363308958293809380803935972544e-31                                      -nan                                      -nan
   9.700000000000000000000000000000000e-01   1.806773312602199288992484666558440e-02   1.806773312602199288992484666192284e-02   3.661559954675784173493902864649252e-30                                      -nan                                      -nan
   9.800000000000000000000000000000000e-01   1.187654956407782077851274333526696e-02   1.187654956407782077851274333651101e-02  -1.244040905882013526529417152167825e-30                                      -nan                                      -nan
   9.900000000000000000000000000000000e-01   5.854806764709776179306574659777097e-03   5.854806764709776179306574657401310e-03   2.375786554311329730073578990438040e-30                                      -nan                                      -nan
   1.000000000000000000000000000000000e+00  -3.143117669239968912187356002298601e-31   0.000000000000000000000000000000000e+00  -3.143117669239968912187356002298601e-31                                      -nan                                      -nan
   1.010000000000000000000000000000000e+00  -5.690307946069645522037498360048884e-03  -5.690307946069645522037498359980332e-03  -6.855182127441770240871631488526608e-32                                      -nan                                      -nan
   1.020000000000000000000000000000000e+00  -1.121848932977008651140058215255823e-02  -1.121848932977008651140058215492115e-02   2.362921944135930615586369137774680e-30                                      -nan                                      -nan
   1.030000000000000000000000000000000e+00  -1.658685387756975993143958389785769e-02  -1.658685387756975993143958390131297e-02   3.455283829835296898463546427101801e-30                                      -nan                                      -nan
   1.040000000000000000000000000000000e+00  -2.179765110089489222042330949256180e-02  -2.179765110089489222042330949092051e-02  -1.641289535668954814198386002533016e-30                                      -nan                                      -nan
   1.050000000000000000000000000000000e+00  -2.685307250226016808003113103862397e-02  -2.685307250226016808003113104128333e-02   2.659360178396352526571939142707691e-30                                      -nan                                      -nan
   1.060000000000000000000000000000000e+00  -3.175525367889156919863233158785173e-02  -3.175525367889156919863233158967002e-02   1.818288516089217999206271175387642e-30                                      -nan                                      -nan
   1.070000000000000000000000000000000e+00  -3.650627632956257034553873235402616e-02  -3.650627632956257034553873235526357e-02   1.237416007799875245700506628041886e-30                                      -nan                                      -nan
   1.080000000000000000000000000000000e+00  -4.110817016999403480640041573605700e-02  -4.110817016999403480640041573675075e-02   6.937440400925871947189264546433731e-31                                      -nan                                      -nan
   1.090000000000000000000000000000000e+00  -4.556291476182458767083846206092313e-02  -4.556291476182458767083846206311795e-02   2.194819857279075028702796463025136e-30                                      -nan                                      -nan
   1.100000000000000000000000000000000e+00  -4.987244125983972414828980831401416e-02  -4.987244125983972414828980831586912e-02   1.854959425936566211870865155400673e-30                                      -nan                                      -nan
   1.110000000000000000000000000000000e+00  -5.403863408185239359175507316778700e-02  -5.403863408185239359175507316816609e-02   3.790831983661701170018244584114195e-31                                      -nan                                      -nan
   1.120000000000000000000000000000000e+00  -5.806333250535343358175754946659816e-02  -5.806333250535343358175754946839902e-02   1.800864868623589724848155374938319e-30                                      -nan                                      -nan
   1.130000000000000000000000000000000e+00  -6.194833219479532235825600523001541e-02  -6.194833219479532235825600523335836e-02   3.342956975094449472390076913566070e-30                                      -nan                                      -nan
   1.140000000000000000000000000000000e+00  -6.569538666313573098013830190464009e-02  -6.569538666313573098013830190537749e-02   7.374024645194153474628891546293452e-31                                      -nan                                      -nan
   1.150000000000000000000000000000000e+00  -6.930620867104688224241731415468547e-02  -6.930620867104688224241731415650311e-02   1.817644533264063517217905582763090e-30                                      -nan                                      -nan
   1.160000000000000000000000000000000e+00  -7.278247156699147669449776599913223e-02  -7.278247156699147669449776600056727e-02   1.435046512749386694784253964606453e-30                                      -nan                                      -nan
   1.170000000000000000000000000000000e+00  -7.612581057117475239744042851864173e-02  -7.612581057117475239744042851851634e-02  -1.253900764417614742580257639244199e-31                                      -nan                                      -nan
   1.180000000000000000000000000000000e+00  -7.933782400620402955247633620723577e-02  -7.933782400620402955247633620865787e-02   1.422094633873382533672452512942569e-30                                      -nan                                      -nan
   1.190000000000000000000000000000000e+00  -8.242007447712086967532462623828074e-02  -8.242007447712086967532462623870436e-02   4.236203283301249461037439483336959e-31                                      -nan                                      -nan
   1.200000000000000000000000000000000e+00  -8.537409000331584971970283930151779e-02  -8.537409000331584971970283929988544e-02  -1.632345998489706587705757304962137e-30                                      -nan                                      -nan
   1.210000000000000000000000000000000e+00  -8.820136510469108738865119361950681e-02  -8.820136510469108738865119362376077e-02   4.253957949976069291557799279995164e-30                                      -nan                                      -nan
   1.220000000000000000000000000000000e+00  -9.090336184430029574754597729084504e-02  -9.090336184430029574754597729144800e-02   6.029605173390338646955002943747761e-31                                      -nan                                      -nan
   1.230000000000000000000000000000000e+00  -9.348151082956959601061259081886694e-02  -9.348151082956959601061259081747371e-02  -1.393229758831878836324776043528078e-30                                      -nan                                      -nan
   1.240000000000000000000000000000000e+00  -9.593721217408393625339477244878217e-02  -9.593721217408393625339477245151188e-02   2.729704769615096316104808737060606e-30                                      -nan                                      -nan
   1.250000000000000000000000000000000e+00  -9.827183642181316146385380269188924e-02  -9.827183642181316146385380269663584e-02   4.746598792688171802545436837846247e-30                                      -nan                                      -nan
   1.260000000000000000000000000000000e+00  -1.004867254355480143538356565542136e-01  -1.004867254355480143538356565586875e-01   4.473923223749396466424955160762645e-30                                      -nan                                      -nan
   1.270000000000000000000000000000000e+00  -1.025831932512191171150234583318407e-01  -1.025831932512191171150234583284781e-01  -3.362577386402894437643084688856154e-30                                      -nan                                      -nan
   1.280000000000000000000000000000000e+00  -1.045625268996808313652673815885748e-01  -1.045625268996808313652673815965409e-01   7.966175880720313978099115164465470e-30                                      -nan                                      -nan
   1.290000000000000000000000000000000e+00  -1.064259871974563922312992464763834e-01  -1.064259871974563922312992464803750e-01   3.991598143301918087475248684766532e-30                                      -nan                                      -nan
   1.300000000000000000000000000000000e+00  -1.081748095078604709455780753911791e-01  -1.081748095078604709455780753917312e-01   5.521159668072108381748224766905340e-31                                      -nan                                      -nan
   1.310000000000000000000000000000000e+00  -1.098102044738399765867935833939681e-01  -1.098102044738399765867935833972842e-01   3.316114326494552372688109220991292e-30                                      -nan                                      -nan
   1.320000000000000000000000000000000e+00  -1.113333587238031272414363698490027e-01  -1.113333587238031272414363698542523e-01   5.249555397664898445571005477552301e-30                                      -nan                                      -nan
   1.330000000000000000000000000000000e+00  -1.127454355516402946910537725340311e-01  -1.127454355516402946910537725386144e-01   4.583255859279829361758126708590763e-30                                      -nan                                      -nan
   1.340000000000000000000000000000000e+00  -1.140475755720775686511863366396036e-01  -1.140475755720775686511863366429098e-01   3.306195787280958108044870934586980e-30                                      -nan                                      -nan
   1.350000000000000000000000000000000e+00  -1.152408973524451317595241770781412e-01  -1.152408973524451317595241770882140e-01   1.007278212801537739461990703778915e-29                                      -nan                                      -nan
   1.360000000000000000000000000000000e+00  -1.163264980218871396066140879687064e-01  -1.163264980218871396066140879680283e-01  -6.780717851701360629646834341355883e-31                                      -nan                                      -nan
   1.370000000000000000000000000000000e+00  -1.173054538589876337429740155771129e-01  -1.173054538589876337429740155743230e-01  -2.789853969190740175840563248179961e-30                                      -nan                                      -nan
   1.380000000000000000000000000000000e+00  -1.181788208587378689140651819209409e-01  -1.181788208587378689140651819246439e-01   3.703021615259795635342973589794463e-30                                      -nan                                      -nan
   1.390000000000000000000000000000000e+00  -1.189476352797241131030935075407902e-01  -1.189476352797241131030935075350750e-01  -5.715257295279884495064022543931478e-30                                      -nan                                      -nan
   1.400000000000000000000000000000000e+00  -1.196129141723712986387912493764412e-01  -1.196129141723712986387912493763846e-01  -5.663437742713715430392735137413802e-32                                      -nan                                      -nan
   1.410000000000000000000000000000000e+00  -1.201756558890366958973549208173607e-01  -1.201756558890366958973549208212707e-01   3.909986861908508968202001619449496e-30                                      -nan                                      -nan
   1.420000000000000000000000000000000e+00  -1.206368405767088911466715733676376e-01  -1.206368405767088911466715733714210e-01   3.783393079251505471535815869310960e-30                                      -nan                                      -nan
   1.430000000000000000000000000000000e+00  -1.209974306530306309866569747423973e-01  -1.209974306530306309866569747518340e-01   9.436695615632883073251843922801909e-30                                      -nan                                      -nan
   1.440000000000000000000000000000000e+00  -1.212583712663294119180438248687071e-01  -1.212583712663294119180438248701550e-01   1.447865983941714233431157817786784e-30                                      -nan                                      -nan
   1.450000000000000000000000000000000e+00  -1.214205907403069184840691199910858e-01  -1.214205907403069184840691199931724e-01   2.086660835308503105217580901755781e-30                                      -nan                                      -nan
   1.460000000000000000000000000000000e+00  -1.214850010040074295026789632957360e-01  -1.214850010040074295026789633054181e-01   9.682071127609969341155257112549370e-30                                      -nan                                      -nan
   1.470000000000000000000000000000000e+00  -1.214524980076560094852089382625818e-01  -1.214524980076560094852089382594894e-01  -3.092477748764737029476065382270759e-30                                      -nan                                      -nan
   1.480000000000000000000000000000000e+00  -1.213239621249295791845856545327911e-01  -1.213239621249295791845856545396472e-01   6.856118009024120913293975877808083e-30                                      -nan                                      -nan
   1.490000000000000000000000000000000e+00  -1.211002585421977199660129356975160e-01  -1.211002585421977199660129356975664e-01   5.033899392142137710925062347431354e-32                                      -nan                                      -nan
   1.500000000000000000000000000000000e+00  -1.207822376352452223455184457698599e-01  -1.207822376352452223455184457816472e-01   1.178732922394396169257890980131324e-29                                      -nan                                      -nan
   1.510000000000000000000000000000000e+00  -1.203707353339648564971971051064160e-01  -1.203707353339648564971971051206512e-01   1.423516210913583362136489456661440e-29                                      -nan                                      -nan
   1.520000000000000000000000000000000e+00  -1.198665734754865441620295613932095e-01  -1.198665734754865441620295614048537e-01   1.164419651788953280802460584059275e-29                                      -nan                                      -nan
   1.530000000000000000000000000000000e+00  -1.192705601461879746520267696291603e-01  -1.192705601461879746520267696389889e-01   9.828586248129228308676490634531518e-30                                      -nan                                      -nan
   1.540000000000000000000000000000000e+00  -1.185834900130116647006570774108012e-01  -1.185834900130116647006570774289297e-01   1.812856189939830752078245157603338e-29                                      -nan                                      -nan
   1.550000000000000000000000000000000e+00  -1.178061446444944493115482119035064e-01  -1.178061446444944493115482119212855e-01   1.777915005923785325614177077779991e-29                                      -nan                                      -nan
   1.560000000000000000000000000000000e+00  -1.169392928218973491204131983143802e-01  -1.169392928218973491204131983281998e-01   1.381963068657213506584398572563956e-29                                      -nan                                      -nan
   1.570000000000000000000000000000000e+00  -1.159836908408066335130086314404187e-01  -1.159836908408066335130086314360784e-01  -4.340227574422465037550625491960828e-30                                      -nan                                      -nan
   1.580000000000000000000000000000000e+00  -1.149400828035606357586195695664639e-01  -1.149400828035606357586195695692357e-01   2.771846524210719520614489854416792e-30                                      -nan                                      -nan
   1.590000000000000000000000000000000e+00  -1.138092009028414279249585159710843e-01  -1.138092009028414279249585159805132e-01   9.428907636420267188271048811996581e-30                                      -nan                                      -nan
   1.600000000000000000000000000000000e+00  -1.125917656967557835886598758907959e-01  -1.125917656967557835886598759027842e-01   1.198831205070292217406938269948411e-29                                      -nan                                      -nan
   1.610000000000000000000000000000000e+00  -1.112884863757159024404621011056788e-01  -1.112884863757159024404621011106651e-01   4.986304848391468144906416492525224e-30                                      -nan                                      -nan
   1.620000000000000000000000000000000e+00  -1.099000610214171025496457198013877e-01  -1.099000610214171025496457198247405e-01   2.335280335535666623510985254350283e-29                                      -nan                                      -nan
   1.630000000000000000000000000000000e+00  -1.084271768581970655124860192943015e-01  -1.084271768581970655124860193084230e-01   1.412152020535483428581051026813974e-29                                      -nan                                      -nan
   1.640000000000000000000000000000000e+00  -1.068705104970492114828305786313555e-01  -1.068705104970492114828305786425926e-01   1.123706696470822356891265370339244e-29                                      -nan                                      -nan
   1.650000000000000000000000000000000e+00  -1.052307281725513518383528565645743e-01  -1.052307281725513518383528565733739e-01   8.799573915905280612612763219670533e-30                                      -nan                                      -nan
   1.660000000000000000000000000000000e+00  -1.035084859729598856503011800597895e-01  -1.035084859729598856503011800666689e-01   6.879433798413358887340034810775502e-30                                      -nan                                      -nan
   1.670000000000000000000000000000000e+00  -1.017044300637094427498020667258015e-01  -1.017044300637094427498020667486498e-01   2.284826989523797254272959432185629e-29                                      -nan                                      -nan
   1.680000000000000000000000000000000e+00  -9.981919690454800332461168837603952e-02  -9.981919690454800332461168838703340e-02   1.099388219804287778179209168855467e-29                                      -nan                                      -nan
   1.690000000000000000000000000000000e+00  -9.785341346052811557955992679464007e-02  -9.785341346052811557955992679952387e-02   4.883809264163609936851593666393282e-30                                      -nan                                      -nan
   1.700000000000000000000000000000000e+00  -9.580769740706586452690629423440627e-02  -9.580769740706586452690629422442490e-02  -9.981372678029898212944237684689209e-30                                      -nan                                      -nan
   1.710000000000000000000000000000000e+00  -9.368265732927069334807257192421889e-02  -9.368265732927069334807257193925939e-02   1.504050175244350871354433334316843e-29                                      -nan                                      -nan
   1.720000000000000000000000000000000e+00  -9.147889291574102223616237648550471e-02  -9.147889291574102223616237649292264e-02   7.417935847926182452078567843384388e-30                                      -nan                                      -nan
   1.730000000000000000000000000000000e+00  -8.919699514701282769615352459729884e-02  -8.919699514701282769615352461236207e-02   1.506322772578727809661039388289093e-29                                      -nan                                      -nan
   1.740000000000000000000000000000000e+00  -8.683754647884091863040374160194821e-02  -8.683754647884091863040374159063544e-02  -1.131276804858479435816183523639817e-29                                      -nan                                      -nan
   1.750000000000000000000000000000000e+00  -8.440112102048555595778603412041804e-02  -8.440112102048555595778603413139774e-02   1.097970253882732675782396705095239e-29                                      -nan                                      -nan
   1.760000000000000000000000000000000e+00  -8.188828470817029282593216687060130e-02  -8.188828470817029282593216689241043e-02   2.180913439374383943821324142293459e-29                                      -nan                                      -nan
   1.770000000000000000000000000000000e+00  -7.929959547387044646791187697116737e-02  -7.929959547387044646791187697175698e-02   5.896114154119998361890060472602343e-31                                      -nan                                      -nan
   1.780000000000000000000000000000000e+00  -7.663560340958543512710023847142851e-02  -7.663560340958543512710023849441592e-02   2.298741833371995033311288872820805e-29                                      -nan                                      -nan
   1.790000000000000000000000000000000e+00  -7.389685092724230978063864572514108e-02  -7.389685092724230978063864574539128e-02   2.025020243732174379718116167717136e-29                                      -nan                                      -nan
   1.800000000000000000000000000000000e+00  -7.108387291437216698800248799356080e-02  -7.108387291437216698800248801926411e-02   2.570330455598406823197202082353060e-29                                      -nan                                      -nan
   1.810000000000000000000000000000000e+00  -6.819719688569573318482433772199043e-02  -6.819719688569573318482433773362207e-02   1.163164186206455851430749718437953e-29                                      -nan                                      -nan
   1.820000000000000000000000000000000e+00  -6.523734313074924994869650570416157e-02  -6.523734313074924994869650571818822e-02   1.402664408146945807959934015474315e-29                                      -nan                                      -nan
   1.830000000000000000000000000000000e+00  -6.220482485767685266341761808387696e-02  -6.220482485767685266341761809127967e-02   7.402708964303370868615344017775826e-30                                      -nan                                      -nan
   1.840000000000000000000000000000000e+00  -5.910014833331091070635020472855142e-02  -5.910014833331091070635020474582410e-02   1.727267863211261990768437497834864e-29                                      -nan                                      -nan
   1.850000000000000000000000000000000e+00  -5.592381301965727547341988472860175e-02  -5.592381301965727547341988474981937e-02   2.121762112251175720661934259745605e-29                                      -nan                                      -nan
   1.860000000000000000000000000000000e+00  -5.267631170689805348415001485346659e-02  -5.267631170689805348415001486295687e-02   9.490272579273305490639044909192194e-30                                      -nan                                      -nan
   1.870000000000000000000000000000000e+00  -4.935813064302037624193346028882598e-02  -4.935813064302037624193346030312482e-02   1.429883816792213660675655783734111e-29                                      -nan                                      -nan
   1.880000000000000000000000000000000e+00  -4.596974966017566771959268865385588e-02  -4.596974966017566771959268862852074e-02  -2.533513897299014325821220744008121e-29                                      -nan                                      -nan
   1.890000000000000000000000000000000e+00  -4.251164229787010601590147871316279e-02  -4.251164229787010601590147871906849e-02   5.905707692655477280483095562728845e-30                                      -nan                                      -nan
   1.900000000000000000000000000000000e+00  -3.898427592308333003878424096581976e-02  -3.898427592308333003878424097220418e-02   6.384421654457229592208322080082611e-30                                      -nan                                      -nan
   1.910000000000000000000000000000000e+00  -3.538811184740894757890097315607208e-02  -3.538811184740894757890097317632296e-02   2.025087651280227932972973126945126e-29                                      -nan                                      -nan
   1.920000000000000000000000000000000e+00  -3.172360544130705079320577234499911e-02  -3.172360544130705079320577236492123e-02   1.992211425276430195950103503472095e-29                                      -nan                                      -nan
   1.930000000000000000000000000000000e+00  -2.799120624555573223617233676049862e-02  -2.799120624555573223617233679247088e-02   3.197225768247866871962157582605864e-29                                      -nan                                      -nan
   1.940000000000000000000000000000000e+00  -2.419135807998551281479957308406266e-02  -2.419135807998551281479957310340994e-02   1.934728434967547415848423361817005e-29                                      -nan                                      -nan
   1.950000000000000000000000000000000e+00  -2.032449914957763638470649886981501e-02  -2.032449914957763638470649886954861e-02  -2.664042595573643993739681489080601e-31                                      -nan                                      -nan
   1.960000000000000000000000000000000e+00  -1.639106214800434843724375025748743e-02  -1.639106214800434843724375027981610e-02   2.232867506110106304496723427270562e-29                                      -nan                                      -nan
   1.970000000000000000000000000000000e+00  -1.239147435868655302933644100333749e-02  -1.239147435868655302933644100284389e-02  -4.935992937859889713301349468740728e-31                                      -nan                                      -nan
   1.980000000000000000000000000000000e+00  -8.326157753441627629532557688885826e-03  -8.326157753441627629532557687681399e-03  -1.204426934338398569076872005861281e-30                                      -nan                                      -nan
   1.990000000000000000000000000000000e+00  -4.195529088791665004242282878600077e-03  -4.195529088791665004242282901146404e-03   2.254632696199197195801870767996785e-29                                      -nan                                      -nan
   2.000000000000000000000000000000000e+00   3.000136630168660522456480199841096e-29   0.000000000000000000000000000000000e+00   3.000136630168660522456480199841096e-29                                      -nan                                      -nan
   2.010000000000000000000000000000000e+00   4.260022907098437326177859176641936e-03   4.260022907098437326177859184280500e-03  -7.638564664750661791798221916552401e-30                                      -nan                                      -nan
   2.020000000000000000000000000000000e+00   8.584137966409626514628484753016441e-03   8.584137966409626514628484730179253e-03   2.283718827489390067393447144877258e-29                                      -nan                                      -nan
   2.030000000000000000000000000000000e+00   1.297194836397464280117982182625671e-02   1.297194836397464280117982178339954e-02   4.285716835685568621280294396264943e-29                                      -nan                                      -nan
   2.040000000000000000000000000000000e+00   1.742306205238640404877758708691185e-02   1.742306205238640404877758708019941e-02   6.712434607376218803487938723394641e-30                                      -nan                                      -nan
   2.050000000000000000000000000000000e+00   2.193709166717183498534327319792200e-02   2.193709166717183498534327318188127e-02   1.604073045979548154877293508768437e-29                                      -nan                                      -nan
   2.060000000000000000000000000000000e+00   2.651365444508420632708601952691487e-02   2.651365444508420632708601952883595e-02  -1.921075999074272397695072798176506e-30                                      -nan                                      -nan
   2.070000000000000000000000000000000e+00   3.115237214425223492287717532466605e-02   3.115237214425223492287717529928497e-02   2.538107842069485504341963331394293e-29                                      -nan                                      -nan
   2.080000000000000000000000000000000e+00   3.585287096613429017781662860694600e-02   3.585287096613429017781662857845115e-02   2.849484973240722344929604885234140e-29                                      -nan                                      -nan
   2.090000000000000000000000000000000e+00   4.061478147922774467049508084001518e-02   4.061478147922774467049508077735526e-02   6.265992009205105112525481436441314e-29                                      -nan                                      -nan
   2.100000000000000000000000000000000e+00   4.543773854448513589566231500846931e-02   4.543773854448513589566231496489604e-02   4.357326823063085586869742176125446e-29                                      -nan                                      -nan
   2.110000000000000000000000000000000e+00   5.032138124239037413560292544320197e-02   5.032138124239037413560292541707834e-02   2.612362672928443003667740640963762e-29                                      -nan                                      -nan
   2.120000000000000000000000000000000e+00   5.526535280164974115654077040595135e-02   5.526535280164974115654077043875864e-02  -3.280728373031975018944226026261830e-29                                      -nan                                      -nan
   2.130000000000000000000000000000000e+00   6.026930052945387818789257905103360e-02   6.026930052945387818789257901393488e-02   3.709872509183845605879016151332102e-29                                      -nan                                      -nan
   2.140000000000000000000000000000000e+00   6.533287574326836180538357899537654e-02   6.533287574326836180538357899445000e-02   9.265408221203943284570677884533262e-31                                      -nan                                      -nan
   2.150000000000000000000000000000000e+00   7.045573370411181512911194156433007e-02   7.045573370411181512911194151115223e-02   5.317783873357246759710329816140800e-29                                      -nan                                      -nan
   2.160000000000000000000000000000000e+00   7.563753355128180128725559996977678e-02   7.563753355128180128725559990896910e-02   6.080768706069200809413843157778744e-29                                      -nan                                      -nan
   2.170000000000000000000000000000000e+00   8.087793823848999841055457757608487e-02   8.087793823848999841055457752312521e-02   5.295966698205985103562430066009955e-29                                      -nan                                      -nan
   2.180000000000000000000000000000000e+00   8.617661447136936244482324960340202e-02   8.617661447136936244482324960048797e-02   2.914052376479412047914510625752407e-30                                      -nan                                      -nan
   2.190000000000000000000000000000000e+00   9.153323264631714764357982570411850e-02   9.153323264631714764357982570887345e-02  -4.754952513821951438058067142172209e-30                                      -nan                                      -nan
   2.200000000000000000000000000000000e+00   9.694746679063877649201518590558759e-02   9.694746679063877649201518585462928e-02   5.095831280622555005847301798133814e-29                                      -nan                                      -nan
   2.210000000000000000000000000000000e+00   1.024189945039586326992530529238142e-01   1.024189945039586326992530529377694e-01  -1.395521615465699646989912657279754e-29                                      -nan                                      -nan
   2.220000000000000000000000000000000e+00   1.079474969008648943850923382456250e-01   1.079474969008648943850923382236150e-01   2.201004499812988539835922472193262e-29                                      -nan                                      -nan
   2.230000000000000000000000000000000e+00   1.135326585547565312154131097876022e-01   1.135326585547565312154131097737312e-01   1.387100486783866458222425393725801e-29                                      -nan                                      -nan
   2.240000000000000000000000000000000e+00   1.191741674428615604742508856497771e-01   1.191741674428615604742508856384702e-01   1.130690599931656570903409610353543e-29                                      -nan                                      -nan
   2.250000000000000000000000000000000e+00   1.248717148923965943024412876823138e-01   1.248717148923965943024412876131987e-01   6.911514976461989268562314763354110e-29                                      -nan                                      -nan
   2.260000000000000000000000000000000e+00   1.306249955278386149232567728069648e-01   1.306249955278386149232567728189919e-01  -1.202709546495802013606029745530292e-29                                      -nan                                      -nan
   2.270000000000000000000000000000000e+00   1.364337072192807878964344400702671e-01   1.364337072192807878964344400190859e-01   5.118120308610191534779200262860593e-29                                      -nan                                      -nan
   2.280000000000000000000000000000000e+00   1.422975510318449665193745593103337e-01   1.422975510318449665193745592419668e-01   6.836695005534975639715906340257114e-29                                      -nan                                      -nan
   2.290000000000000000000000000000000e+00   1.482162311761243546008055945272213e-01   1.482162311761243546008055944192694e-01   1.079519363533016859501157172410790e-28                                      -nan                                      -nan
   2.300000000000000000000000000000000e+00   1.541894549596305810899179115632064e-01   1.541894549596305810899179114892233e-01   7.398300992143154582556662148259735e-29                                      -nan                                      -nan
   2.310000000000000000000000000000000e+00   1.602169327392201995266475185105838e-01   1.602169327392201995266475184035133e-01   1.070704622918799529406201593364821e-28                                      -nan                                      -nan
   2.320000000000000000000000000000000e+00   1.662983778744763590142337786195357e-01   1.662983778744763590142337785810274e-01   3.850831923666655018975387256943000e-29                                      -nan                                      -nan
   2.330000000000000000000000000000000e+00   1.724335066820221023873434934874092e-01   1.724335066820221023873434934236905e-01   6.371871813457116266580846063814242e-29                                      -nan                                      -nan
   2.340000000000000000000000000000000e+00   1.786220383907424324001348718373701e-01   1.786220383907424324001348718102610e-01   2.710914915595168346313431352258261e-29                                      -nan                                      -nan
   2.350000000000000000000000000000000e+00   1.848636950978929489909879575587058e-01   1.848636950978929489909879575368224e-01   2.188342714134857706124487577206980e-29                                      -nan                                      -nan
   2.360000000000000000000000000000000e+00   1.911582017260735008586339849554072e-01   1.911582017260735008586339849108994e-01   4.450778360642722859560854945837631e-29                                      -nan                                      -nan
