

#             t           fai          fai'           gai          gai'           hai          hai'
#     =========     =========     =========     =========     =========     =========     =========
 -1.617000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.616000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.615000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.614000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.613000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.612000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.611000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.610000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.609000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.608000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.607000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.606000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.605000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.604000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.603000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.602000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.601000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.600000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.599000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.598000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.597000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.596000e+01          -nan          -nan          -nan          -nan          -nan          -nan
