

Print Kelvin functions computed by series expansions
                      x                 ber(x)                 bei(x)                 ker(x)                 kei(x)                ber'(x)                bei'(x)                ker'(x)                kei'(x)
  1.790000000000000e+01  2.836518116726642e+04 -8.992385361151448e+03 -8.243173549551959e+03 -2.798667813211562e+04    (1.000007527110463e+00,-2.370107310856184e-06)
  1.800000000000000e+01  3.096232727948375e+04 -7.454337022319862e+03 -6.687481581776061e+03 -3.050410565117478e+04    (1.000017126707113e+00,-1.191674066880477e-05)
  1.810000000000000e+01  3.361916443973410e+04 -5.615981528475659e+03 -4.836360481665295e+03 -3.307496144185276e+04     (9.999959149087223e-01,4.793177913409163e-06)
  1.820000000000000e+01  3.631708914689144e+04 -3.452441843783641e+03 -2.665704709920974e+03 -3.568061519700554e+04    (1.000014293170998e+00,-7.229489339066753e-06)
  1.830000000000000e+01  3.903435872423982e+04 -9.385518306615431e+02 -1.511700522370411e+02 -3.829935311114980e+04     (9.999929084143578e-01,1.362977213981154e-06)
  1.840000000000000e+01  4.174585578384349e+04  1.950927077336062e+03  2.731610651588284e+03 -4.090614960074342e+04    (1.000004733296818e+00,-1.339971284097796e-05)
  1.850000000000000e+01  4.442285292758550e+04  5.241056699811086e+03  6.006779872631139e+03 -4.347243965219182e+04     (1.000010109070941e+00,4.899104497080309e-06)
  1.860000000000000e+01  4.703278014545800e+04  8.956438228071509e+03  9.697973716003889e+03 -4.596589423903052e+04     (9.999752592248964e-01,1.231396535783524e-05)
  1.870000000000000e+01  4.953899770565993e+04  1.312089146926275e+04  1.382800410342790e+04 -4.835020157753429e+04     (9.999908569143496e-01,9.904135578164830e-06)
  1.880000000000000e+01  5.190057768535571e+04  1.775709510908900e+04  1.841850278074711e+04 -5.058485733751399e+04     (9.999217398184703e-01,9.957098869972647e-06)
  1.890000000000000e+01  5.407209766487131e+04  2.288618597867319e+04  2.348952521074128e+04 -5.262496729157252e+04     (1.000005209966444e+00,0.000000000000000e+00)
  1.900000000000000e+01  5.600345050072009e+04  2.852731543809551e+04  2.905911254047724e+04 -5.442106627064171e+04     (1.000013154460223e+00,1.006302545369930e-05)
  1.910000000000000e+01  5.763967450281442e+04  3.469716115435444e+04  3.514280999905687e+04 -5.591895769486589e+04     (9.999503135144299e-01,3.540596060941370e-05)
  1.920000000000000e+01  5.892080876687840e+04  4.140939275884442e+04  4.175314028983319e+04 -5.705957836516507e+04     (1.000014743358979e+00,0.000000000000000e+00)
  1.930000000000000e+01  5.978177885233176e+04  4.867409012300853e+04  4.889903079495719e+04 -5.777889363000689e+04     (1.000101973900675e+00,1.022191532928929e-05)
  1.940000000000000e+01  6.015231844621345e+04  5.649711329480482e+04  5.658519371359537e+04 -5.800782848148815e+04    (1.000002561801851e+00,-1.027487862109711e-05)
  1.950000000000000e+01  5.995693311204930e+04  6.487942349728687e+04  6.481145861249375e+04 -5.767224058178013e+04     (9.999623097000363e-01,2.065568382597638e-05)
  1.960000000000000e+01  5.911491268535910e+04  7.381635500835670e+04  7.357205728306907e+04 -5.669294167176270e+04     (9.999518229682478e-01,1.038080520487927e-05)
  1.970000000000000e+01  5.754039934061727e+04  8.329683822191553e+04  8.285486127708764e+04 -5.498577426416033e+04     (9.999619389569934e-01,1.043376849668709e-05)
  1.980000000000000e+01  5.514251881319402e+04  9.330257473967032e+04  9.264057303759345e+04 -5.246175096900087e+04     (1.000119610676865e+00,1.468142450401499e-04)
  1.990000000000000e+01  5.182558270867569e+04  1.038071659640364e+05  1.029018721572348e+05 -4.902726423435860e+04    (9.998797928913161e-01,-4.215878032176601e-05)
  2.000000000000000e+01  4.748937026494370e+04  1.147751973601153e+05  1.136025189865984e+05 -4.458437470412367e+04     (9.999045797119073e-01,4.237063348916381e-05)
  2.010000000000000e+01  4.202949834257153e+04  1.261612813327444e+05  1.246964185845915e+05 -3.903118679012540e+04    (9.999645341582946e-01,-4.258248665661712e-05)
  2.020000000000000e+01  3.533788879896777e+04  1.379090625267974e+05  1.361266488548769e+05 -3.226232042090054e+04     (9.998897499901862e-01,2.139716991205187e-04)
  2.030000000000000e+01  2.730334274270636e+04  1.499501903089244e+05  1.478244576503834e+05 -2.416948825529433e+04     (9.998724839570391e-01,6.450928948731338e-05)
  2.040000000000000e+01  1.781223145751040e+04  1.622032642297131e+05  1.597082346548361e+05 -1.464218792690128e+04    (1.000152024211484e+00,-8.643609231795413e-05)
  2.050000000000000e+01  6.749314020139544e+03  1.745727593995715e+05  1.716824649686585e+05 -3.568519104967687e+03    (1.000494590783245e+00,-1.302896979793466e-04)
  2.060000000000000e+01 -6.001308197973369e+03  1.869479399414813e+05  1.836366725383931e+05  9.163864691997704e+03    (9.995052364912714e-01,-6.546262874085329e-05)
  2.070000000000000e+01 -2.055508987105227e+04  1.992017700104867e+05  1.954443628751673e+05  2.366665952382964e+04    (1.000081477106725e+00,-1.315608169840110e-04)
  2.080000000000000e+01 -3.702578263662104e+04  2.111898332939740e+05  2.069619759091821e+05  4.004965971513442e+04     (9.999333917426800e-01,1.762618353151613e-04)
  2.090000000000000e+01 -5.552400844318619e+04  2.227492734280455e+05  2.180278613232035e+05  5.841934194880322e+04     (1.000135923370758e+00,1.771092479849190e-04)
  2.100000000000000e+01 -7.615565542067047e+04  2.336977693821610e+05  2.284612902970264e+05  7.887727516713238e+04    (1.001006216182627e+00,-1.779566606546767e-04)
  2.110000000000000e+01 -9.902008674440382e+04  2.438325615741210e+05  2.380615192741947e+05  1.015183470701699e+05    (1.000051182103780e+00,-1.788040733244900e-04)
  2.120000000000000e+01 -1.242081534962308e+05  2.529295462762903e+05  2.466069231276900e+05  1.264287985431138e+05     (9.994012165860555e-01,1.796514859943033e-04)
  2.130000000000000e+01 -1.518000032310360e+05  2.607424577563360e+05  2.538542169474187e+05  1.536840580569250e+05    (1.000324896396120e+00,-3.609977973281220e-04)
  2.140000000000000e+01 -1.818626768517908e+05  2.670021595543287e+05  2.595377875917130e+05  1.833463689865199e+05     (1.000124907006051e+00,9.067315566691492e-04)
  2.150000000000000e+01 -2.144474874999492e+05  2.714160683239027e+05  2.633691581287893e+05  2.154622038974791e+05     (9.991503824357992e-01,7.287748960144724e-04)
  2.160000000000000e+01 -2.495871765000444e+05  2.736677357471063e+05  2.650366103309628e+05  2.500594611841497e+05     (1.001051976466795e+00,5.491234100201137e-04)
  2.170000000000000e+01 -2.872928429776129e+05  2.734166161573100e+05  2.642049924611481e+05  2.871444410188562e+05    (1.000721485525579e+00,-3.677770986864060e-04)
  2.180000000000000e+01 -3.275506456184142e+05  2.702980496563604e+05  2.605157416921335e+05  3.266985994135618e+05     (9.990520825661044e-01,1.477887696103741e-03)
  2.190000000000000e+01 -3.703182771747842e+05  2.639234926726664e+05  2.535871526059608e+05  3.686750813217358e+05    (9.991808892919116e-01,-2.969333994923939e-03)
  2.200000000000000e+01 -4.155212147724294e+05  2.538810300549635e+05  2.430149253125288e+05  4.129950361394737e+05    (9.992690202095691e-01,-1.491446298820254e-03)
  2.210000000000000e+01 -4.630487518484580e+05  2.397362049080039e+05  2.283730287792778e+05  4.595437217209985e+05    (9.985673625189877e-01,-7.491128000892688e-04)
  2.220000000000000e+01 -5.127498206787426e+05  2.210332044238708e+05  2.092149169502825e+05  5.081664061238126e+05     (9.978182497188985e-01,1.505004901536822e-03)
  2.230000000000000e+01 -5.644286179493084e+05  1.972964419154881e+05  1.850751371230057e+05  5.586640797619188e+05    (1.000045250215091e+00,-3.779460507237653e-03)
  2.240000000000000e+01 -6.178400497104182e+05  1.680325770826049e+05  1.554713718101081e+05  6.107889944892082e+05    (1.000733349302956e+00,-1.518563504253334e-03)
  2.250000000000000e+01 -6.726850163403918e+05  1.327330181974088e+05  1.199069569048046e+05  6.642400503757622e+05    (9.960488520643891e-01,-1.525342805611618e-03)
  2.260000000000000e+01 -7.286055628544160e+05  9.087695134449517e+04  7.787392034929461e+04  7.186580555923290e+05    (1.010817560073389e+00,-3.830305267424894e-04)
  2.270000000000000e+01 -7.851799250343412e+05  4.193494304288627e+04  2.885658663204167e+04  7.736208898946912e+05    (9.941303097799975e-01,-3.077802816656372e-03)
  2.280000000000000e+01 -8.419175074399884e+05 -1.462683653477667e+04 -2.766420673922502e+04  8.286386077107610e+05     (9.832461414492888e-01,1.932100887108157e-04)
  2.290000000000000e+01 -8.982538353977231e+05 -7.934172200243783e+04 -9.220623417877147e+04  8.831485227853140e+05     (9.920219470575744e-01,4.657380033134151e-03)
  2.300000000000000e+01 -9.535455295523196e+05 -1.527369450070218e+05 -1.652803017218807e+05  9.365103227341684e+05    (1.004150117187526e+00,-6.236957249611930e-03)
  2.310000000000000e+01 -1.007065358513446e+06 -2.353272627991557e+05 -2.473839152569275e+05  9.880012687007058e+05    (9.991198755796871e-01,-3.132037227522477e-03)
  2.320000000000000e+01 -1.057997432522771e+06 -3.276077765664177e+05 -3.389941520425335e+05  1.036811542586838e+06     (1.000299474016027e+00,0.000000000000000e+00)
  2.330000000000000e+01 -1.105432608902590e+06 -4.300458945077578e+05 -4.405596918540685e+05  1.082039812038154e+06     (1.007770264112845e+00,3.159154432955669e-03)
  2.340000000000000e+01 -1.148364188304190e+06 -5.430723968642681e+05 -5.524919663860298e+05  1.122689091480960e+06     (1.002577319272407e+00,0.000000000000000e+00)
  2.350000000000000e+01 -1.185683989431843e+06 -6.670715631340798e+05 -6.751553885877721e+05  1.157662986014639e+06    (1.022793195922779e+00,-3.186271638388805e-03)
  2.360000000000000e+01 -1.216178898944586e+06 -8.023703255712624e+05 -8.088566275117474e+05  1.185762413824404e+06    (9.663487328137912e-01,-6.399660482210523e-03)
  2.370000000000000e+01 -1.238528002593932e+06 -9.492264178872727e+05 -9.538328990913490e+05  1.205682911957860e+06     (9.736568196780105e-01,3.213388843821829e-03)
  2.380000000000000e+01 -1.251300413292635e+06 -1.107815493928739e+06 -1.110239249128028e+06  1.216012639755049e+06     (1.006807603319970e+00,0.000000000000000e+00)
  2.390000000000000e+01 -1.252953921668858e+06 -1.278217198089810e+06 -1.278134811745425e+06  1.215231203877263e+06     (9.786328268749834e-01,6.481012098509820e-03)
  2.400000000000000e+01 -1.241834604671905e+06 -1.460400177425423e+06 -1.457468034754464e+06  1.201709438675116e+06     (9.046299732480658e-01,3.254064651971461e-02)
  2.410000000000000e+01 -1.216177537878352e+06 -1.654206034959549e+06 -1.648060872861593e+06  1.173710285489985e+06     (1.065245181028291e+00,6.535246509376091e-03)
  2.420000000000000e+01 -1.174108767206420e+06 -1.859332234625954e+06 -1.849591960536793e+06  1.129390924300807e+06    (9.712298297917484e-01,-2.624945485923647e-02)
  2.430000000000000e+01 -1.113648705673599e+06 -2.075313980734113e+06 -2.061578788732150e+06  1.066806320802868e+06     (8.961694051529400e-01,0.000000000000000e+00)
  2.440000000000000e+01 -1.032717130504538e+06 -2.301505108913966e+06 -2.283358923597946e+06  9.839143614141424e+05     (1.018956111353996e+00,3.969958875405188e-02)
  2.450000000000000e+01 -9.291399651753575e+05 -2.537058041251271e+06 -2.514070320969879e+06  8.785827577114706e+05     (1.036419591652910e+00,2.657486132443354e-02)
  2.460000000000000e+01 -8.006580397101555e+05 -2.780902875868699e+06 -2.752630807784120e+06  7.485979102479215e+05    (1.040649875700473e+00,-2.668333014616597e-02)
  2.470000000000000e+01 -6.449380305558493e+05 -3.031725700616751e+06 -2.997716820794308e+06  5.916759294260527e+05     (8.171498685208998e-01,6.697949741974590e-02)
  2.480000000000000e+01 -4.595857884590512e+05 -3.287946241889191e+06 -3.247741514089522e+06  4.054760179078267e+05    (9.011589709526295e-01,-6.725066947407682e-02)
  2.490000000000000e+01 -2.421622687477686e+05 -3.547694982933703e+06 -3.500832370006410e+06  1.876164247271549e+05     (9.453057813977090e-01,8.102620983408931e-02)
  2.500000000000000e+01  9.797716949730413e+03 -3.808789911444040e+06 -3.754808473143009e+06 -6.430681439303630e+04     (1.030453806457629e+00,5.423441086619096e-02)
  2.510000000000000e+01  2.987637054838326e+05 -4.068713083737217e+06 -4.007157634356494e+06 -3.526981332750667e+05     (9.665114360463897e-01,9.528985989189753e-02)
  2.520000000000000e+01  6.271845202261924e+05 -4.324587222459036e+06 -4.255013580880040e+06 -6.799374699429420e+05     (7.380218630671271e-01,8.200242922968082e-02)
  2.530000000000000e+01  9.974597201291212e+05 -4.573152596534173e+06 -4.495133460033624e+06 -1.048351862832843e+06    (1.152589699728291e+00,-1.646556713897559e-01)
  2.540000000000000e+01  1.411907341002557e+06 -4.810744465963930e+06 -4.723875937408363e+06 -1.460183395396799e+06     (8.816345830408009e-01,0.000000000000000e+00)
  2.550000000000000e+01  1.872727716451210e+06 -5.033271410037070e+06 -4.937180205833247e+06 -1.917553282421200e+06     (1.106381981670296e+00,0.000000000000000e+00)
  2.560000000000000e+01  2.381963175297015e+06 -5.236194895491997e+06 -5.130546258819985e+06 -2.422421900981122e+06     (8.885765876316732e-01,0.000000000000000e+00)
  2.570000000000000e+01  2.941453425203627e+06 -5.414510481048170e+06 -5.299016821420609e+06 -2.976544582030452e+06    (1.003553538667998e+00,-1.115059487408886e-01)
  2.580000000000000e+01  3.552786449007893e+06 -5.562731096385754e+06 -5.437161372397069e+06 -3.581422995567962e+06     (8.955185922225457e-01,0.000000000000000e+00)
  2.590000000000000e+01  4.217244761348480e+06 -5.674872876916230e+06 -5.539062734111927e+06 -4.238251983514829e+06    (1.011363293832730e+00,-1.123736993147477e-01)
  2.600000000000000e+01  4.935746898984164e+06 -5.744444080346791e+06 -5.598306750397973e+06 -4.947861720302541e+06     (1.240883320618450e+00,1.128075746016773e-01)
  2.610000000000000e+01  5.708784049142320e+06 -5.764437656833533e+06 -5.607975617587408e+06 -5.710655112122900e+06     (6.794486993316408e-01,2.264828997772136e-01)
  2.620000000000000e+01  6.536351756773552e+06 -5.727328091135766e+06 -5.560645479571699e+06 -6.526540382267443e+06     (2.614532479037336e+00,1.136753251755362e-01)
  2.630000000000000e+01  7.417876694158452e+06 -5.625073182260787e+06 -5.448388943856982e+06 -7.394858832420949e+06    (2.282184009249317e+00,-4.564368018498633e-01)
  2.640000000000000e+01  8.352138525368486e+06 -5.449121473202284e+06 -5.262783221655510e+06 -8.314307818614826e+06     (2.978119969484280e+00,6.872584544963722e-01)
  2.650000000000000e+01  9.337186954075351e+06 -5.190426090039737e+06 -4.994924640627656e+06 -9.282859036232384e+06    (-0.000000000000000e+00,0.000000000000000e+00)
  2.660000000000000e+01  1.037025410657673e+07 -4.839465795326648e+06 -4.635450323410020e+06 -1.029767227142376e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.670000000000000e+01  1.144766247309508e+07 -4.386274104726517e+06 -4.174567867912611e+06 -1.135500484695752e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.680000000000000e+01  1.256472870982632e+07 -3.820477357555619e+06 -3.602093905845138e+06 -1.245011706931441e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.690000000000000e+01  1.371566369226051e+07 -3.131342670477812e+06 -2.907502453262934e+06 -1.357717407109835e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.700000000000000e+01  1.489346930732512e+07 -2.307836738208137e+06 -2.079984000254210e+06 -1.472914453894851e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.710000000000000e+01  1.608983257823820e+07 -1.338696474757154e+06 -1.108516315269196e+06 -1.589769692239662e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.720000000000000e+01  1.729501783186842e+07 -2.125125124594858e+05  1.805203799799830e+04 -1.707309383377991e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.730000000000000e+01  1.849775774409810e+07  1.082173407373745e+06  1.310904457962049e+06 -1.824408547359625e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.740000000000000e+01  1.968514423431193e+07  2.556756110073304e+06  2.781144316528720e+06 -1.939780304970197e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.750000000000000e+01  2.084252032574018e+07  4.222438688788452e+06  4.439667206931517e+06 -2.051965330254431e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.760000000000000e+01  2.195337424394521e+07  6.090087202990760e+06  6.297016424112320e+06 -2.159321540215467e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.770000000000000e+01  2.299923719108554e+07  8.170067371136662e+06  8.363220699908146e+06 -2.260014164572595e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.780000000000000e+01  2.395958640847024e+07  1.047206229360381e+07  1.064761325560508e+07 -2.352006355699661e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.790000000000000e+01  2.481175532390013e+07  1.300487029718824e+07  1.315863129049000e+07 -2.433050516992968e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.800000000000000e+01  2.553085277281191e+07  1.577618206532040e+07  1.590359509865540e+07 -2.500680546872962e+07    (-9.718806427221425e+00,1.943761285444285e+00)
  2.810000000000000e+01  2.608969348256800e+07  1.879233631058345e+07  1.888846609931989e+07 -2.552205215334982e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.820000000000000e+01  2.645874221640489e+07  2.205805336002956e+07  2.211758318022045e+07 -2.584702910334168e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.830000000000000e+01  2.660607418644889e+07  2.557614616121557e+07  2.559337689120363e+07 -2.595018012206168e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.840000000000000e+01  2.649735456242782e+07  2.934720837983596e+07  2.931606118797779e+07 -2.579759175648612e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.850000000000000e+01  2.609584012263819e+07  3.336927945045134e+07  3.328330261618004e+07 -2.535299820357213e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.860000000000000e+01  2.536240631446390e+07  3.763748666217724e+07  3.748986704550527e+07 -2.457781153035121e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.870000000000000e+01  2.425560321109745e+07  4.214366461344662e+07  4.192724431473314e+07 -2.343118064956827e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.880000000000000e+01  2.273174406658860e+07  4.687595265618171e+07  4.658325143312292e+07 -2.187008270319844e+07   (-3.998594644342530e+01,-7.997189288685059e+00)
  2.890000000000000e+01  2.074503038010520e+07  5.181837127196498e+07  5.144161530383441e+07 -1.984945070977205e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.900000000000000e+01  1.824771757915574e+07  5.695037868306655e+07  5.648153629271594e+07 -1.732234152495226e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.910000000000000e+01  1.519032561694053e+07  6.224640940135112e+07  6.167723436280793e+07 -1.424014834471789e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.920000000000000e+01  1.152189894702800e+07  6.767539685989131e+07  6.699747993293796e+07 -1.055286214289448e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.930000000000000e+01  7.190320484853536e+06  7.320028275712503e+07  7.240511209934483e+07 -6.209386575348247e+06    (-0.000000000000000e+00,0.000000000000000e+00)
  2.940000000000000e+01  2.142684285338018e+06  7.877751627296145e+07  7.785654738366616e+07 -1.157910997182075e+06    (-0.000000000000000e+00,0.000000000000000e+00)
  2.950000000000000e+01 -3.674268245944712e+06  8.435654689143811e+07  8.330128273987661e+07  4.653653678367518e+06    (-0.000000000000000e+00,0.000000000000000e+00)
  2.960000000000000e+01 -1.031364373983998e+07  8.987931518613650e+07  8.868139716760176e+07  1.127717150556005e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.970000000000000e+01 -1.782781897330443e+07  9.527974659295547e+07  9.393105693997806e+07  1.876370564070805e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.980000000000000e+01 -2.626778486864183e+07  1.004832539099900e+08  9.897603016081403e+07  2.716286535798449e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  2.990000000000000e+01 -3.568240764867081e+07  1.054062550256347e+08  1.037332171176425e+08  3.652207132336408e+07    (-2.988949496646041e+02,9.963164988820137e+01)
  3.000000000000000e+01 -4.611760257798484e+07  1.099557131825063e+08  1.081102036931799e+08  4.688573467207221e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.010000000000000e+01 -5.761541595649679e+07  1.140287079346740e+08  1.120048459360068e+08  5.829434567519288e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.020000000000000e+01 -7.021301134786236e+07  1.175120458464741e+08  1.153048947693819e+08  7.078346810114454e+07   (-2.683501294647654e+02,-1.341750647323827e+02)
  3.030000000000000e+01 -8.394155643100563e+07  1.202819209097190e+08  1.178876707318440e+08  8.438263578631480e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.040000000000000e+01 -9.882500736662254e+07  1.222036356181881e+08  1.196197995903923e+08  9.911414843491223e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.050000000000000e+01 -1.148787881817130e+08  1.231313946288761e+08  1.203570206415487e+08  1.149917642804068e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.060000000000000e+01 -1.321083634033853e+08  1.229081839524435e+08  1.199440805113405e+08  1.320192879691359e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.070000000000000e+01 -1.505077030281396e+08  1.213657496433098e+08  1.182147262748606e+08  1.501890528803408e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.080000000000000e+01 -1.700576399046394e+08  1.183246909944242e+08  1.149918127311640e+08  1.694802980859625e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.090000000000000e+01 -1.907241207463290e+08  1.135946842729863e+08  1.100875396799017e+08  1.898574412875039e+08    (9.609955795236546e+02,-4.118552483672805e+02)
  3.100000000000000e+01 -2.124563532853174e+08  1.069748540500189e+08  1.033038360411090e+08  2.112682503561206e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.110000000000000e+01 -2.351848535402452e+08  9.825431016587010e+07  9.443290862613517e+07  2.336419175551669e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.120000000000000e+01 -2.588193988079401e+08  8.721286932098819e+07  8.325797429149765e+07  2.568870421510372e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.130000000000000e+01 -2.832468938104985e+08  7.362198117051020e+07  6.955419507238451e+07  2.808895289270623e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.140000000000000e+01 -3.083291594444237e+08  5.724587961435910e+07  5.308983668078904e+07  3.055104121146077e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.150000000000000e+01 -3.339006557942289e+08  3.784298069182371e+07  3.362767144515970e+07  3.305836164528194e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.160000000000000e+01 -3.597661534961449e+08  1.516754908919354e+07  1.092664734236456e+07  3.559136694900639e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.170000000000000e+01 -3.856983701737165e+08 -1.102834427285451e+07 -1.525615479487772e+07  3.812733818512881e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.180000000000000e+01 -4.114355915202103e+08 -4.099255081464730e+07 -4.516325354678255e+07  4.064015150200940e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.190000000000000e+01 -4.366792996752578e+08 -7.497023618275185e+07 -7.903416623289652e+07  4.310004592244509e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.200000000000000e+01 -4.610918348354745e+08 -1.132009127220518e+08 -1.171024530318564e+08  4.547339472708719e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.210000000000000e+01 -4.842941195491262e+08 -1.559150901991867e+08 -1.595923840411057e+08  4.772248336415549e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.220000000000000e+01 -5.058634788689098e+08 -2.033305231212869e+08 -2.067152081244032e+08  4.980529718478742e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.230000000000000e+01 -5.253315934673222e+08 -2.556480340015606e+08 -2.586650034224844e+08  5.167532269142847e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.240000000000000e+01 -5.421826269454522e+08 -3.130468932975144e+08 -3.156140907939582e+08  5.328136639385192e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.250000000000000e+01 -5.558515728741804e+08 -3.756797385284199e+08 -3.777079932489384e+08  5.456739579226471e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.260000000000000e+01 -5.657228715786608e+08 -4.436670173081608e+08 -4.450599266785231e+08  5.547240744769328e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.270000000000000e+01 -5.711293512900263e+08 -5.170909417511551e+08 -5.177448099118103e+08  5.593032755418675e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.280000000000000e+01 -5.713515530151045e+08 -5.959889449673439e+08 -5.957927853926748e+08  5.586995089257940e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.290000000000000e+01 -5.656175032829430e+08 -6.803466342030013e+08 -6.791822456061237e+08  5.521492451836283e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.300000000000000e+01 -5.531030037777572e+08 -7.700902396541183e+08 -7.678323648446290e+08  5.388378301279740e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.310000000000000e+01 -5.329325117169718e+08 -8.650785631246123e+08 -8.615951410339665e+08  5.179004260230191e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.320000000000000e+01 -5.041806896292018e+08 -9.650944365699327e+08 -9.602469581821849e+08  4.884236192130461e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.330000000000000e+01 -4.658747078720526e+08 -1.069835707203273e+09 -1.063479686619061e+09  4.494477765232083e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.340000000000000e+01 -4.169973877378759e+08 -1.178905773291651e+09 -1.170891345600875e+09  3.999702371751134e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.350000000000000e+01 -3.564912772532463e+08 -1.291803703075778e+09 -1.281976361108923e+09  3.389494311103348e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.360000000000000e+01 -2.832637557031650e+08 -1.407913978450724e+09 -1.396115460808543e+09  2.653100184300159e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.370000000000000e+01 -1.961932664126832e+08 -1.526495915181852e+09 -1.512565258195703e+09  1.779491480477112e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.380000000000000e+01 -9.413678029747725e+07 -1.646672822533844e+09 -1.630447588970677e+09  7.574393651704037e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.390000000000000e+01  2.406140495890141e+07 -1.767420977288605e+09 -1.748738674670892e+09 -4.243972977330542e+07    (-0.000000000000000e+00,0.000000000000000e+00)
  3.400000000000000e+01  1.595594236485589e+08 -1.887558500240797e+09 -1.866258201586831e+09 -1.777369643648727e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.410000000000000e+01  3.135060515355992e+08 -2.005734237400936e+09 -1.981658416988315e+09 -3.312721171808728e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.420000000000000e+01  4.870272592417997e+08 -2.120416763311963e+09 -2.093413359708904e+09 -5.041453728048995e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.430000000000000e+01  6.812110041285219e+08 -2.229883640087943e+09 -2.199808358164797e+09 -6.974176073050390e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.440000000000000e+01  8.970901580792195e+08 -2.332211082998906e+09 -2.298929945906156e+09 -9.120934032195677e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.450000000000000e+01  1.135623472878237e+09 -2.425264201621974e+09 -2.388656362780699e+09 -1.149102126704580e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.460000000000000e+01  1.397674490844204e+09 -2.506688004711402e+09 -2.466648828686440e+09 -1.409276976889440e+09    (-0.000000000000000e+00,0.000000000000000e+00)
